iso_code,continent,location,date,new_cases_smoothed_per_million,new_deaths_smoothed_per_million
BGD,Asia,Bangladesh,2021-06-08,11.257,0.219
BGD,Asia,Bangladesh,2021-06-14,14.757,0.263
BGD,Asia,Bangladesh,2021-06-20,21.466,0.373
BGD,Asia,Bangladesh,2021-06-26,30.456,0.509
BGD,Asia,Bangladesh,2021-07-02,44.446,0.696
BGD,Asia,Bangladesh,2021-07-08,58.691,0.994
BGD,Asia,Bangladesh,2021-07-14,71.104,1.266
BGD,Asia,Bangladesh,2021-07-20,70.899,1.286
BGD,Asia,Bangladesh,2021-07-26,54.229,1.211
BRA,South America,Brazil,2020-03-01,NA,NA
BRA,South America,Brazil,2020-03-07,0.007,0
BRA,South America,Brazil,2020-03-13,0.093,0
BRA,South America,Brazil,2020-03-19,0.382,0.004
BRA,South America,Brazil,2020-03-25,1.466,0.038
BRA,South America,Brazil,2020-03-31,2.332,0.104
